1	vliegende	vliegen	[vlieg][end][e]	WW(od,prenom,met-e)	0.996195	O	B-NP	2	mod
2	duiven	duif	[duif][en]	N(soort,mv,basis)	0.998020	O	I-NP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	0	ROOT
2	stoplichten	stoplicht	[stop][licht][en]	N(soort,mv,basis)	0.993603	O	I-NP	0	ROOT
3	dat	dat	[dat]	VG(onder)	0.400000	O	B-SBAR	2	vc
4	op	op	[op]	VZ(init)	0.982143	O	B-PP	3	body
5	rood	rood	[rood]	ADJ(vrij,basis,zonder)	0.500000	O	B-NP	4	obj1
6	staat	staan	[sta][t]	WW(pv,tgw,met-t)	0.902017	O	B-VP	0	ROOT
7	in	in	[in]	VZ(init)	0.999213	O	B-PP	6	mod
8	het	het	[het]	LID(bep,stan,evon)	0.914286	O	B-NP	9	det
9	donker	donker	[donker]	ADJ(vrij,basis,zonder)	0.570881	O	I-NP	7	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	bakkerij	bakkerij	[bak][erij]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	vers	vers	[vers]	ADJ(vrij,basis,zonder)	0.613333	O	B-NP	5	mod
5	net	net	[net]	BW()	0.951220	O	B-ADVP	6	mod
6	uit	uit	[uit]	VZ(init)	0.990544	O	B-PP	9	mod
7	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	8	det
8	oven	oven	[oven]	N(soort,ev,basis,zijd,stan)	0.998221	O	I-NP	6	obj1
9	gebakken	bakken	[ge][bak][en]	WW(vd,prenom,zonder)	0.750000	O	I-NP	10	mod
10	donuts	donut	[donuts]	N(soort,mv,basis)	0.997993	O	I-NP	11	cnj
11	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	3	obj1
12	broodjes	brood	[brood][je][s]	N(soort,mv,dim)	0.998000	O	B-NP	11	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	stopbord	stopbord	[stop][bord]	N(soort,ev,basis,onz,stan)	0.995868	O	I-NP	3	cnj
3	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
4	fietsers	fietser	[fiets][er][s]	N(soort,mv,basis)	0.999597	O	B-NP	3	cnj
5	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.588235	O	B-SBAR	4	mod
6	beide	beide	[beide]	VNW(onbep,grad,stan,prenom,met-e,mv,basis)	0.998415	O	B-NP	7	det
7	kanten	kant	[kant][en]	N(soort,mv,basis)	0.995266	O	I-NP	9	obj1
8	op	op	[op]	VZ(fin)	0.951613	O	B-VP	9	None
9	mogen	mogen	[mag][en]	WW(inf,vrij,zonder)	0.750000	O	I-VP	0	ROOT
10	fietsen	fietsen	[fiets][en]	WW(inf,vrij,zonder)	0.639494	O	B-VP	9	vc

1	Klein	klein	[klein]	ADJ(prenom,basis,zonder)	0.935484	O	B-NP	2	mod
2	meisje	meisje	[meisje]	N(soort,ev,dim,onz,stan)	0.999597	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	det
5	zwarte	zwart	[zwart][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	6	mod
6	koffer	koffer	[koffer]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	3	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	groen	groen	[groen]	ADJ(prenom,basis,zonder)	0.928571	O	I-NP	3	mod
3	vliegtuig	vliegtuig	[vlieg][tuig]	N(soort,ev,basis,onz,stan)	0.996804	O	I-NP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	gebouw	gebouw	[ge][bouw]	N(soort,ev,basis,onz,stan)	0.997977	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	daarop	daarop	[daar][op]	BW()	0.994536	O	B-PP	3	mod
5	een	een	[een]	LID(onbep,stan,agr)	0.998962	O	B-NP	6	det
6	klok	klok	[klok]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	3	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	boekenkast	boekenkast	[boek][en][kast]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	daarop	daarop	[daar][op]	BW()	0.997264	O	B-PP	3	mod
5	verschillende	verschillend	[verschillend][e]	ADJ(prenom,basis,met-e,stan)	0.820513	O	B-NP	6	mod
6	kleuren	kleur	[kleur][en]	N(soort,mv,basis)	0.963415	O	I-NP	3	obj1
7	bekers	beker	[beker][s]	N(soort,mv,basis)	0.998020	O	I-NP	6	mod

1	The_Londen_Eye	The_Londen_Eye	[The]_[Londen]_[Eye]	SPEC(deeleigen)_SPEC(deeleigen)_SPEC(deeleigen)	1.000000	B-PRO_I-PRO_I-PRO	B-NP_I-NP_I-NP	2	cnj
2	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
3	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.992147	O	B-NP	5	det
4	rode	rood	[rood][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	I-NP	5	mod
5	toeristenbussen	toeristenbus	[toer][ist][en][bus][en]	N(soort,mv,basis)	0.998020	O	I-NP	2	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	chique	chic	[chic][e]	ADJ(prenom,basis,met-e,stan)	0.739394	O	I-NP	3	mod
3	woonkamer	woonkamer	[woon][kamer]	N(soort,ev,basis,zijd,stan)	0.998454	O	I-NP	9	cnj
4	met	met	[met]	VZ(init)	0.933333	O	B-PP	3	mod
5	beige	beige	[beige]	ADJ(prenom,basis,zonder)	0.936508	O	B-NP	6	mod
6	banken	bank	[bank][en]	N(soort,mv,basis)	0.997993	O	I-NP	7	cnj
7	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	4	obj1
8	stoelen	stoel	[stoel][en]	N(soort,mv,basis)	0.997993	O	B-NP	7	cnj
9	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
10	gouden	gouden	[goud][en]	ADJ(prenom,basis,zonder)	0.997878	O	B-NP	11	mod
11	details	detail	[detail][s]	N(soort,mv,basis)	0.998020	O	I-NP	9	cnj

1	Heel	heel	[heel]	ADJ(vrij,basis,zonder)	0.988761	O	B-NP	2	mod
2	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.933333	O	I-NP	4	det
3	verschillende	verschillend	[verschillend][e]	ADJ(prenom,basis,met-e,stan)	0.875706	O	I-NP	4	mod
4	kleuren	kleur	[kleur][en]	N(soort,mv,basis)	0.777778	O	I-NP	0	ROOT
5	parasol	parasol	[parasol]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	4	mod

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	finish	finish	[finish]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	als	als	[als]	VZ(init)	0.918367	O	B-PP	3	predc
5	sponsor	sponsor	[sponsor]	N(soort,ev,basis,zijd,stan)	0.997691	O	B-NP	4	body
6	Vitel	vitel	[v][itel]	N(soort,ev,basis,onz,stan)	0.591134	O	B-NP	4	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	keuken	keuken	[keuken]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	daarin	daarin	[daar][in]	BW()	0.998163	O	B-PP	5	mod
5	gebouwd	bouwen	[gebouwd]	WW(vd,vrij,zonder)	0.996711	O	B-VP	7	None
6	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	7	det
7	strijkijzer	strijkijzer	[strijk][ijzer]	N(soort,ev,basis,onz,stan)	0.800000	O	I-NP	3	obj1

1	De	de	[de]	LID(bep,stan,rest)	0.999701	O	B-NP	2	det
2	vrachtwagen	vrachtwagen	[vracht][wagen]	N(soort,ev,basis,zijd,stan)	0.998006	O	I-NP	6	obj1
3	dat	dat	[dat]	VG(onder)	0.956522	O	B-SBAR	2	vc
4	een	een	[een]	LID(onbep,stan,agr)	0.999271	O	B-NP	5	det
5	boot	boot	[boot]	N(soort,ev,basis,zijd,stan)	0.999293	O	I-NP	6	obj1
6	vervoerd	vervoeren	[ver][voer][d]	WW(vd,vrij,zonder)	0.992221	O	B-VP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	verschillende	verschillend	[verschillend][e]	ADJ(prenom,basis,met-e,stan)	0.500000	O	B-NP	5	mod
5	personen	persoon	[persoon][en]	N(soort,mv,basis)	0.999421	O	I-NP	3	obj1
6	daaraan	daaraan	[daar][aan]	BW()	0.971429	O	B-PP	5	mod
7	die	die	[die]	VNW(aanw,det,stan,prenom,zonder,rest)	0.982906	O	B-NP	8	det
8	sushi	sushi	[sushi]	N(soort,ev,basis,zijd,stan)	0.997543	O	I-NP	9	cnj
9	of	of	[of]	VG(neven)	0.855677	O	B-CONJP	6	crd
10	Indonesisch	indonesisch	[indonesisch]	ADJ(vrij,basis,zonder)	0.500000	B-PRO	B-NP	11	predc
11	zitten	zitten	[zit][en]	WW(pv,tgw,mv)	0.666667	O	B-VP	9	cnj
12	te	te	[te]	VZ(init)	0.907459	O	B-VP	11	mod
13	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.576486	O	I-VP	12	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	kamer	kamer	[kamer]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	6	cnj
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	5	None
5	tv	tv	[tv]	SPEC(afk)	1.000000	O	I-NP	3	obj1
6	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
7	een	een	[een]	LID(onbep,stan,agr)	0.999528	O	B-NP	8	det
8	computerscherm	computerscherm	[computer][scherm]	N(soort,ev,basis,onz,stan)	0.996804	O	I-NP	6	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	motor	motor	[motor]	N(soort,ev,basis,zijd,stan)	0.999061	O	I-NP	0	ROOT
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.648936	O	B-SBAR	2	mod
4	helemaal	helemaal	[helemaal]	BW()	0.999468	O	B-ADVP	5	mod
5	bepakt	bepakken	[be][pak][t]	WW(vd,vrij,zonder)	0.993671	O	B-VP	6	vc
6	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999765	O	I-VP	3	body
7	met	met	[met]	VZ(init)	0.999688	O	B-PP	6	mod
8	spullen	spul	[spul][en]	N(soort,mv,basis)	0.998020	O	B-NP	7	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	gezin	gezin	[gezin]	N(soort,ev,basis,onz,stan)	0.997509	O	I-NP	0	ROOT
3	dat	dat	[dat]	VNW(betr,pron,stan,vol,3,ev)	0.666667	O	B-SBAR	2	mod
4	pizza	pizza	[pizza]	N(soort,ev,basis,zijd,stan)	0.997976	O	B-NP	5	su
5	zit	zitten	[zit]	WW(pv,tgw,ev)	0.995935	O	B-VP	3	body
6	te	te	[te]	VZ(init)	0.907459	O	B-VP	2	vc
7	eten	eten	[eet][en]	WW(inf,vrij,zonder)	0.576486	O	I-VP	6	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	meisje	meisje	[meisje]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	10	cnj
3	in	in	[in]	VZ(init)	0.998790	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	det
5	roze	roos	[roze]	ADJ(prenom,basis,zonder)	0.528467	O	I-NP	6	mod
6	skipak	skipak	[ski][pak]	N(soort,ev,basis,onz,stan)	0.890390	O	I-NP	3	obj1
7	met	met	[met]	VZ(init)	0.999496	O	B-PP	6	mod
8	kleine	klein	[klein][e]	ADJ(prenom,basis,met-e,stan)	0.967387	O	B-NP	9	mod
9	skietjes	ski	[ski][etje][s]	N(soort,mv,dim)	1.000000	O	I-NP	7	obj1
10	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
11	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	13	det
12	paarse	paars	[paars][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	13	mod
13	helm	helm	[helm]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	10	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	zee	zee	[zee]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	daaraan	daaraan	[daar][aan]	BW()	0.997264	O	B-PP	5	mod
5	gelegen	gelegen	[ge][lig][en]	WW(pv,verl,mv)	1.000000	O	B-NP	0	ROOT
6	enkele	enkel	[enkele]	VNW(onbep,det,stan,prenom,met-e,rest)	0.998270	O	I-NP	7	det
7	zwembaden	zwembad	[zwem][bad][en]	N(soort,mv,basis)	0.998020	O	I-NP	5	su

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.995858	O	I-NP	3	cnj
3	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	0	ROOT
4	een	een	[een]	LID(onbep,stan,agr)	0.997543	O	B-NP	5	det
5	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	3	cnj
6	in	in	[in]	VZ(init)	0.999571	O	B-PP	5	mod
7	de	de	[de]	LID(bep,stan,rest)	0.999964	O	B-NP	8	det
8	keuken	keuken	[keuken]	N(soort,ev,basis,zijd,stan)	0.999061	O	I-NP	6	obj1
9	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.994854	O	B-SBAR	8	mod
10	de	de	[de]	LID(bep,stan,rest)	0.999665	O	B-NP	11	det
11	afwas	afwas	[afwas]	N(soort,ev,basis,zijd,stan)	0.999172	O	I-NP	14	obj1
12	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.972474	O_O	B-PP_I-PP	14	vc
13	doen	doen	[doe][n]	WW(inf,nom,zonder,zonder-n)	0.952381	O	B-NP	12	body
14	zijn	zijn	[zijn]	WW(inf,vrij,zonder)	1.000000	O	B-VP	0	ROOT

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	bussen	bus	[bus][en]	N(soort,mv,basis)	0.999421	O	I-NP	0	ROOT
3	waarvan	waarvan	[waar][van]	BW()	0.999464	O	B-SBAR	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	None
5	oranje	oranje	[oranje]	ADJ(vrij,basis,zonder)	0.780488	O	B-NP	6	predc
6	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	3	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	4	det
2	chique	chic	[chic][e]	ADJ(prenom,basis,met-e,stan)	0.739394	O	I-NP	4	mod
3	gedekte	dekken	[ge][dek][t][e]	WW(vd,prenom,met-e)	0.995296	O	I-NP	4	mod
4	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
5	met	met	[met]	VZ(init)	0.999480	O	B-PP	4	mod
6	roze	roze	[roze]	ADJ(vrij,basis,zonder)	0.500000	O	B-NP	7	cnj
7	en	en	[en]	VG(neven)	0.999342	O	B-CONJP	9	mod
8	witte	wit	[wit][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	B-NP	7	cnj
9	bloemen	bloem	[bloem][en]	N(soort,mv,basis)	0.998020	O	I-NP	5	obj1

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	2	det
2	personen	persoon	[persoon][en]	N(soort,mv,basis)	0.999421	O	I-NP	0	ROOT
3	waarvan	waarvan	[waar][van]	BW()	0.997264	O	B-SBAR	2	mod
4	er	er	[er]	VNW(aanw,adv-pron,stan,red,3,getal)	0.993612	O	B-ADVP	8	mod
5	een	een	[een]	LID(onbep,stan,agr)	0.944299	O	B-DETP	7	det
6	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.733415	O_O	B-PP_I-PP	7	None
7	bellen	bellen	[bel][en]	WW(inf,nom,zonder,zonder-n)	1.000000	O	B-VP	8	su
8	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	9	cnj
9	en	en	[en]	VG(neven)	0.999194	O	B-CONJP	15	su
10	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	13	det
11	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	13	det
12	geruite	geruit	[ge][ruit][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	13	mod
13	sjaal	sjaal	[sjaal]	N(soort,ev,basis,zijd,stan)	0.998800	O	I-NP	9	cnj
14	om	om	[om]	VZ(init)	1.000000	O	B-PP	13	mod
15	heeft	hebben	[heb][t]	WW(pv,tgw,met-t)	0.999599	O	B-VP	3	body

1	Stoplicht	stoplicht	[stop][licht]	N(soort,ev,basis,zijd,stan)	0.410726	O	B-NP	0	ROOT
2	dat	dat	[dat]	VNW(betr,pron,stan,vol,3,ev)	1.000000	O	B-SBAR	1	vc
3	op	op	[op]	VZ(init)	0.830347	O	B-PP	5	mod
4	groen	groen	[groen]	ADJ(nom,basis,zonder,zonder-n)	1.000000	O	B-NP	3	obj1
5	staat	staan	[sta][t]	WW(pv,tgw,met-t)	0.841270	O	B-VP	2	body
6	met	met	[met]	VZ(init)	0.999761	O	B-PP	5	mod
7	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	9	det
8	Google	Google	[Google]	SPEC(deeleigen)	1.000000	B-ORG	I-NP	9	mod
9	bordje	bord	[bord][je]	N(soort,ev,dim,onz,stan)	0.999323	O	I-NP	6	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	3	det
2	omgewaaide	omwaaien	[om][ge][waai][d][e]	WW(vd,prenom,met-e)	0.996183	O	I-NP	3	mod
3	vlieger	vlieger	[vlieg][er]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	koelkast	koelkast	[koel][kast]	N(soort,ev,basis,zijd,stan)	0.998636	O	I-NP	0	ROOT
3	in	in	[in]	VZ(init)	0.996805	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	5	det
5	bar	bar	[bar]	N(soort,ev,basis,zijd,stan)	0.973684	O	I-NP	3	obj1

1	Drie	drie	[drie]	TW(hoofd,prenom,stan)	0.996795	O	B-NP	2	det
2	politiemannen	politieman	[politie][man][en]	N(soort,mv,basis)	0.995266	O	I-NP	0	ROOT
3	op	op	[op]	VZ(init)	0.978947	O	B-PP	2	mod
4	paarden	paard	[paard][en]	N(soort,mv,basis)	0.998020	O	B-NP	3	obj1

1	vier	vier	[vier]	TW(hoofd,prenom,stan)	0.987461	O	B-NP	2	det
2	vrouwen	vrouw	[vrouw][en]	N(soort,mv,basis)	0.999597	O	I-NP	5	su
3	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.950000	O	B-SBAR	2	mod
4	wat	wat	[wat]	VNW(onbep,pron,stan,vol,3o,ev)	0.800000	O	B-NP	5	obj1
5	zitten	zitten	[zit][en]	WW(pv,tgw,mv)	0.779817	O	B-VP	0	ROOT
6	te	te	[te]	VZ(init)	0.999179	O	B-VP	8	cnj
7	drinken	drinken	[drink][en]	WW(inf,vrij,zonder)	0.932432	O	I-VP	6	body
8	en	en	[en]	VG(neven)	0.999336	O	B-CONJP	0	ROOT
9	waarvan	waarvan	[waar][van]	BW()	0.991489	O	B-SBAR	12	mod
10	twee	twee	[twee]	TW(hoofd,prenom,stan)	0.833333	O	B-NP	12	det
11	ervan	ervan	[er][van]	BW()	0.997264	O	I-NP	10	mod
12	proosten	proost	[proost][en]	N(soort,mv,basis)	0.908347	O	I-NP	8	cnj

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	jongen	jong	[jongen]	N(soort,ev,basis,zijd,stan)	0.909091	O	I-NP	0	ROOT
3	op	op	[op]	VZ(init)	0.995342	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	5	det
5	skateboard	skateboard	[skaate][board]	N(soort,ev,basis,onz,stan)	0.857143	O	I-NP	3	obj1
6	met	met	[met]	VZ(init)	0.999761	O	B-PP	5	mod
7	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	8	det
8	pet	pet	[pet]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	6	obj1
9	met	met	[met]	VZ(init)	0.999761	O	B-PP	8	mod
10	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	11	det
11	p	p	[p]	N(soort,ev,basis,zijd,stan)	0.756757	O	I-NP	9	obj1

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	vrouw	vrouw	[vrouw]	N(soort,ev,basis,zijd,stan)	0.997481	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999761	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.999052	O	B-NP	5	det
5	bril	bril	[bril]	N(soort,ev,basis,zijd,stan)	0.998566	O	I-NP	0	ROOT
6	in	in	[in]	VZ(init)	0.996805	O	B-PP	5	mod
7	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	9	det
8	rommelige	rommelig	[rommel][ig][e]	ADJ(prenom,basis,met-e,stan)	0.999828	O	I-NP	9	mod
9	kamer	kamer	[kamer]	N(soort,ev,basis,zijd,stan)	0.997691	O	I-NP	6	obj1

1	Twee	twee	[twee]	TW(hoofd,prenom,stan)	0.661191	O	B-NP	3	det
2	rode	rood	[rood][e]	ADJ(prenom,basis,met-e,stan)	0.999790	O	I-NP	3	mod
3	trams	tram	[tram][s]	N(soort,mv,basis)	0.998020	O	I-NP	0	ROOT

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	man	man	[man]	N(soort,ev,basis,zijd,stan)	0.995858	O	I-NP	0	ROOT
3	in	in	[in]	VZ(init)	0.996805	O	B-PP	2	mod
4	een	een	[een]	LID(onbep,stan,agr)	0.995147	O	B-NP	6	det
5	rood	rood	[rood]	ADJ(prenom,basis,zonder)	1.000000	O	I-NP	6	mod
6	shirt	shirt	[shirt]	N(soort,ev,basis,onz,stan)	0.793103	O	I-NP	3	obj1
7	die	die	[die]	VNW(betr,pron,stan,vol,persoon,getal)	0.760664	O	B-SBAR	6	mod
8	aan_het	aan_het	[aan]_[het]	VZ(init)_LID(bep,stan,evon)	0.699641	O_O	B-VAST_I-VAST	10	vc
9	eten	eten	[eten]	N(soort,ev,basis,onz,stan)	0.750000	O	I-VAST	10	su
10	is	zijn	[zijn]	WW(pv,tgw,ev)	0.999447	O	B-VP	7	body

1	Een	een	[een]	LID(onbep,stan,agr)	0.981771	O	B-NP	2	det
2	tafel	tafel	[tafel]	N(soort,ev,basis,zijd,stan)	0.999295	O	I-NP	0	ROOT
3	met	met	[met]	VZ(init)	0.999480	O	B-PP	2	mod
4	meer	veel	[meer]	VNW(onbep,grad,stan,vrij,zonder,comp)	0.916667	O	B-PP	3	obj1
5	als	als	[als]	VZ(init)	0.666667	O	B-PP	3	predc
6	acht	acht	[acht]	TW(hoofd,prenom,stan)	0.984375	O	B-NP	7	det
7	mensen	mens	[mens][en]	N(soort,mv,basis)	0.999865	O	I-NP	5	obj1
8	eraan	eraan	[eraan]	BW()	0.998143	O	B-PP	7	mod
9	met	met	[met]	VZ(init)	0.999480	O	B-PP	0	ROOT
10	veel	veel	[veel]	VNW(onbep,grad,stan,prenom,zonder,agr,basis)	0.986239	O	B-NP	11	det
11	flessen	fles	[fles][en]	N(soort,mv,basis)	0.992701	O	I-NP	9	obj1
12	wijn	wijn	[wijn]	N(soort,ev,basis,zijd,stan)	0.998306	O	I-NP	11	mod
